Crop_Year,State,Crop,Production,Area,Yield,Crop_Type
1998,Uttar Pradesh,Tobacco,123903,18679.0,6.295531915,Cultivos Industriales
1998,Uttar Pradesh,Turmeric,1554,836.0,1.881944444,"Especias, Tubérculos y Hortalizas"
1998,Uttar Pradesh,Potato,9793745,429231.0,21.38225,"Especias, Tubérculos y Hortalizas"
2004,Uttar Pradesh,Garlic,140083,32348.0,4.241764706,"Especias, Tubérculos y Hortalizas"
1999,Uttar Pradesh,Onion,404070,28666.0,14.15512195,"Especias, Tubérculos y Hortalizas"
1999,Uttar Pradesh,Peas & beans (Pulses),564623,408085.0,1.459259259,Leguminosas
1999,Uttar Pradesh,Potato,9952976,441656.0,21.67878049,"Especias, Tubérculos y Hortalizas"
1999,Uttar Pradesh,Sugarcane,115418883,2011024.0,52.28773333,Cultivos Industriales
1999,Uttar Pradesh,Tobacco,133250,19468.0,6.125365854,Cultivos Industriales
1999,Uttar Pradesh,Turmeric,1981,1271.0,1.583488372,"Especias, Tubérculos y Hortalizas"
2001,Uttar Pradesh,Turmeric,2543,1419.0,1.837906977,"Especias, Tubérculos y Hortalizas"
2004,Uttar Pradesh,Banana,58736,1615.0,36.31133333,Frutales
2004,Uttar Pradesh,Dry chillies,16919,19027.0,0.938939394,"Especias, Tubérculos y Hortalizas"
2001,Uttar Pradesh,Potato,9582545,388552.0,23.1684058,"Especias, Tubérculos y Hortalizas"
2004,Uttar Pradesh,Guar seed,2084,2461.0,0.849245283,Cultivos Industriales
2004,Uttar Pradesh,Onion,210477,18430.0,11.42328571,"Especias, Tubérculos y Hortalizas"
2004,Uttar Pradesh,Sweet potato,257051,23096.0,11.46550725,"Especias, Tubérculos y Hortalizas"
2002,Uttar Pradesh,Tobacco,139898,23107.0,5.677586207,Cultivos Industriales
2005,Uttar Pradesh,Banana,75867,1991.0,38.08033333,Frutales
2004,Uttar Pradesh,Tobacco,129494,23780.0,4.836060606,Cultivos Industriales
2005,Uttar Pradesh,Sweet potato,267901,20476.0,13.18318841,"Especias, Tubérculos y Hortalizas"
2005,Uttar Pradesh,Onion,328222,25535.0,12.85246377,"Especias, Tubérculos y Hortalizas"
2005,Uttar Pradesh,Tobacco,123362,20591.0,5.484444444,Cultivos Industriales
2001,Uttar Pradesh,Tobacco,134679,19772.0,6.335925926,Cultivos Industriales
2005,Uttar Pradesh,Garlic,133975,30748.0,4.375833333,"Especias, Tubérculos y Hortalizas"
2005,Uttar Pradesh,Guar seed,1884,2327.0,0.812641509,Cultivos Industriales
2005,Uttar Pradesh,Coriander,3200,5591.0,0.578387097,"Especias, Tubérculos y Hortalizas"
2001,Uttar Pradesh,Sugarcane,117981573,2034883.0,52.52608696,Cultivos Industriales
2005,Uttar Pradesh,Dry chillies,13790,14999.0,0.919402985,"Especias, Tubérculos y Hortalizas"
2003,Uttaranchal,Sugarcane,7023220,116877.0,58.12,Cultivos Industriales
2005,Uttaranchal,Garlic,20330,2222.0,9.173636364,"Especias, Tubérculos y Hortalizas"
2005,Uttaranchal,Tobacco,97,26.0,3.833333333,Cultivos Industriales
2005,Uttaranchal,Sugarcane,6635715,107748.0,61.53333333,Cultivos Industriales
2003,Uttaranchal,Tobacco,78,23.0,3.26,Cultivos Industriales
2005,Uttaranchal,Potato,243492,15736.0,15.04615385,"Especias, Tubérculos y Hortalizas"
2003,Uttaranchal,Potato,261765,16054.0,15.82153846,"Especias, Tubérculos y Hortalizas"
2009,Uttaranchal,Onion,9211,2158.0,4.625833333,"Especias, Tubérculos y Hortalizas"
2009,Uttaranchal,Garlic,20716,2835.0,5.318181818,"Especias, Tubérculos y Hortalizas"
2006,Uttaranchal,Turmeric,475,207.0,1.915,"Especias, Tubérculos y Hortalizas"
2006,Uttaranchal,Tobacco,44,13.0,2.857142857,Cultivos Industriales
2006,Uttaranchal,Sugarcane,7267238,118869.0,61.44,Cultivos Industriales
2006,Uttaranchal,Onion,11886,2116.0,6.464615385,"Especias, Tubérculos y Hortalizas"
2006,Uttaranchal,Garlic,16735,2382.0,5.73173913,"Especias, Tubérculos y Hortalizas"
2009,Uttaranchal,Sugarcane,6088488,99988.0,61.34,Cultivos Industriales
2009,Uttaranchal,Tobacco,7,11.0,0.64,Cultivos Industriales
2009,Uttaranchal,Turmeric,149,155.0,0.971666667,"Especias, Tubérculos y Hortalizas"
2003,Uttaranchal,Garlic,17920,2747.0,4.46173913,"Especias, Tubérculos y Hortalizas"
2003,Uttaranchal,Onion,19183,1719.0,11.30846154,"Especias, Tubérculos y Hortalizas"
2005,Uttaranchal,Onion,26694,1996.0,12.83076923,"Especias, Tubérculos y Hortalizas"
2008,Uttaranchal,Turmeric,433,215.0,2.056666667,"Especias, Tubérculos y Hortalizas"
2002,Uttaranchal,Sugarcane,7362658,122453.0,58.185,Cultivos Industriales
2000,Uttaranchal,Tobacco,713,102.0,7.142,Cultivos Industriales
2002,Uttaranchal,Onion,8839,1920.0,6.455384615,"Especias, Tubérculos y Hortalizas"
2007,Uttaranchal,Garlic,17100,2468.0,5.487916667,"Especias, Tubérculos y Hortalizas"
2002,Uttaranchal,Garlic,16513,2180.0,4.292692308,"Especias, Tubérculos y Hortalizas"
2004,Uttaranchal,Garlic,16770,1849.0,9.342727273,"Especias, Tubérculos y Hortalizas"
2008,Uttaranchal,Garlic,27121,2972.0,5.802727273,"Especias, Tubérculos y Hortalizas"
2007,Uttaranchal,Onion,10098,1976.0,5.836923077,"Especias, Tubérculos y Hortalizas"
2004,Uttaranchal,Onion,17694,2045.0,9.187692308,"Especias, Tubérculos y Hortalizas"
2004,Uttaranchal,Sugarcane,6358655,106267.0,58.47166667,Cultivos Industriales
2002,Uttaranchal,Turmeric,295,142.0,1.926,"Especias, Tubérculos y Hortalizas"
2002,Uttaranchal,Tobacco,2858,738.0,6.703333333,Cultivos Industriales
2008,Uttaranchal,Tobacco,39,11.0,3.4,Cultivos Industriales
2002,Uttaranchal,Sannhamp,1262,4007.0,0.31,Cereales y Granos
2004,Uttaranchal,Tobacco,117,31.0,3.486,Cultivos Industriales
2004,Uttaranchal,Potato,180857,14104.0,13.04461538,"Especias, Tubérculos y Hortalizas"
2007,Uttaranchal,Sugarcane,7594553,122533.0,62.12857143,Cultivos Industriales
2000,Uttaranchal,Turmeric,39,152.0,2.778,"Especias, Tubérculos y Hortalizas"
2001,Uttaranchal,Onion,8089,1642.0,6.451538462,"Especias, Tubérculos y Hortalizas"
2000,Uttaranchal,Sugarcane,6831440,116478.0,58.175,Cultivos Industriales
2000,Uttaranchal,Onion,11027,1781.0,7.395384615,"Especias, Tubérculos y Hortalizas"
2007,Uttaranchal,Turmeric,403,223.0,1.91,"Especias, Tubérculos y Hortalizas"
2008,Uttaranchal,Sugarcane,5683369,107907.0,54.82,Cultivos Industriales
2008,Uttaranchal,Onion,7920,1869.0,5.134615385,"Especias, Tubérculos y Hortalizas"
2001,Uttaranchal,Garlic,16832,2063.0,5.50952381,"Especias, Tubérculos y Hortalizas"
2000,Uttaranchal,Garlic,16274,2062.0,5.604761905,"Especias, Tubérculos y Hortalizas"
2007,Uttaranchal,Tobacco,36,12.0,3.0,Cultivos Industriales
2001,Uttaranchal,Sugarcane,6958951,118637.0,58.175,Cultivos Industriales
2001,Uttaranchal,Tobacco,907,126.0,7.226666667,Cultivos Industriales
2001,Uttaranchal,Turmeric,97,45.0,1.922,"Especias, Tubérculos y Hortalizas"
2009,West Bengal,Coconut ,362736500,28846.0,12313.48667,Frutales
2009,West Bengal,Sugarcane,1000808,13750.0,78.33428571,Cultivos Industriales
1997,West Bengal,Dry chillies,55569,64034.0,0.942777778,"Especias, Tubérculos y Hortalizas"
1997,West Bengal,Groundnut,38672,29615.0,1.13,Oleaginosas
2000,West Bengal,Arecanut,12191,7773.0,1.84,Frutales
2006,West Bengal,Tobacco,16603,11991.0,0.8,Cultivos Industriales
2006,West Bengal,Turmeric,30069,13659.0,1.942777778,"Especias, Tubérculos y Hortalizas"
1997,West Bengal,Potato,5581553,284015.0,18.23722222,"Especias, Tubérculos y Hortalizas"
1997,West Bengal,Niger seed,3522,6512.0,0.40375,Oleaginosas
1997,West Bengal,Maize,130390,35469.0,2.658461538,Cereales y Granos
1997,West Bengal,Cardamom,7,2674.0,0.0,"Especias, Tubérculos y Hortalizas"
1997,West Bengal,Linseed,4210,16486.0,0.251538462,Oleaginosas
1997,West Bengal,Jowar,450,948.0,0.482,Cereales y Granos
2003,West Bengal,Cardamom,704,2874.0,0.24,"Especias, Tubérculos y Hortalizas"
1997,West Bengal,Castor seed,46,660.0,0.07,Oleaginosas
1997,West Bengal,Rapeseed &Mustard,250950,327123.0,0.718333333,Oleaginosas
2006,West Bengal,Arecanut,106052,24382.0,1.957647059,Frutales
2006,West Bengal,Cardamom,704,2874.0,0.24,"Especias, Tubérculos y Hortalizas"
1997,West Bengal,Barley,5034,6116.0,1.68,Cereales y Granos
1997,West Bengal,Arhar/Tur,2181,3630.0,0.777692308,Leguminosas
1999,West Bengal,Arecanut,13124,7677.0,1.864117647,Frutales
1999,West Bengal,Cardamom,690,2875.0,0.24,"Especias, Tubérculos y Hortalizas"
1999,West Bengal,Coconut ,324305700,24216.0,13592.12778,Frutales
1999,West Bengal,Sugarcane,1762806,22883.0,78.571875,Cultivos Industriales
1999,West Bengal,Tobacco,6694,11442.0,0.592,Cultivos Industriales
1999,West Bengal,Turmeric,20023,13283.0,1.425555556,"Especias, Tubérculos y Hortalizas"
2001,West Bengal,Tobacco,5300,9718.0,0.652,Cultivos Industriales
2001,West Bengal,Sugarcane,1513656,19598.0,79.67857143,Cultivos Industriales
1997,West Bengal,Arecanut,12423,8058.0,1.691764706,Frutales
2003,West Bengal,Arecanut,18519,9166.0,2.096666667,Frutales
2001,West Bengal,Sesamum,90837,108557.0,0.725555556,Oleaginosas
2006,West Bengal,Dry chillies,63596,52246.0,1.115,"Especias, Tubérculos y Hortalizas"
2006,West Bengal,Groundnut,98246,57395.0,1.445,Oleaginosas
2006,West Bengal,Potato,5051962,407941.0,13.35111111,"Especias, Tubérculos y Hortalizas"
1997,West Bengal,Turmeric,23556,12481.0,1.661111111,"Especias, Tubérculos y Hortalizas"
1997,West Bengal,Sunflower,1,278.0,0.0,Oleaginosas
2006,West Bengal,Sannhamp,7252,1294.0,5.58125,Cereales y Granos
2006,West Bengal,Sesamum,186144,200389.0,0.905555556,Oleaginosas
1997,West Bengal,Sugarcane,1818700,25797.0,67.83625,Cultivos Industriales
1997,West Bengal,Small millets,3222,5046.0,0.626666667,Cereales y Granos
1997,West Bengal,Sesamum,88943,127913.0,0.649444444,Oleaginosas
1997,West Bengal,Sannhamp,9073,2015.0,4.598571429,Cereales y Granos
2006,West Bengal,Sugarcane,1266705,16583.0,79.200625,Cultivos Industriales
1997,West Bengal,Safflower,3000,10800.0,0.2975,Oleaginosas
2006,West Bengal,Coconut ,359065200,25068.0,13259.37833,Frutales
1997,West Bengal,Coconut ,306202300,24273.0,13003.78778,Frutales
2000,West Bengal,Sugarcane,1465550,21609.0,67.08461538,Cultivos Industriales
2003,West Bengal,Coconut ,317488500,24443.0,12370.06944,Frutales
2008,West Bengal,Cardamom,704,245.0,2.87,"Especias, Tubérculos y Hortalizas"
2008,West Bengal,Coconut ,357235500,28757.0,12255.46667,Frutales
2008,West Bengal,Dry chillies,94787,63249.0,1.427777778,"Especias, Tubérculos y Hortalizas"
2008,West Bengal,Potato,4121189,385981.0,13.99944444,"Especias, Tubérculos y Hortalizas"
2008,West Bengal,Sugarcane,1638267,17557.0,98.52,Cultivos Industriales
2008,West Bengal,Tobacco,17999,12707.0,0.676666667,Cultivos Industriales
2008,West Bengal,Turmeric,35372,15216.0,2.138888889,"Especias, Tubérculos y Hortalizas"
1998,West Bengal,Arecanut,13665,8239.0,1.595294118,Frutales
1998,West Bengal,Cardamom,690,2875.0,0.24,"Especias, Tubérculos y Hortalizas"
1998,West Bengal,Coconut ,318174400,24616.0,12448.06222,Frutales
1998,West Bengal,Dry chillies,51303,64354.0,0.890555556,"Especias, Tubérculos y Hortalizas"
2007,West Bengal,Arecanut,20869,11388.0,1.698823529,Frutales
2007,West Bengal,Coconut ,355531900,28644.0,12380.47722,Frutales
2007,West Bengal,Dry chillies,93697,62382.0,1.453888889,"Especias, Tubérculos y Hortalizas"
2007,West Bengal,Potato,9900846,400786.0,22.28666667,"Especias, Tubérculos y Hortalizas"
2008,West Bengal,Arecanut,21157,11394.0,1.623888889,Frutales
2004,West Bengal,Cardamom,1,2.874,0.24,"Especias, Tubérculos y Hortalizas"
2002,West Bengal,Arecanut,16568,9081.0,2.998235294,Frutales
2002,West Bengal,Coconut ,324194500,24976.0,12229.29167,Frutales
2005,West Bengal,Arecanut,29287,9363.0,2.821176471,Frutales
2005,West Bengal,Cardamom,704,2874.0,0.24,"Especias, Tubérculos y Hortalizas"
2005,West Bengal,Coconut ,323525800,24884.0,11972.035,Frutales
2005,West Bengal,Dry chillies,60727,51957.0,1.055,"Especias, Tubérculos y Hortalizas"
2005,West Bengal,Groundnut,83116,48818.0,1.565,Oleaginosas
2005,West Bengal,Potato,7462464,354455.0,19.345,"Especias, Tubérculos y Hortalizas"
2005,West Bengal,Sannhamp,6725,1257.0,5.41625,Cereales y Granos
2005,West Bengal,Sesamum,136072,148628.0,0.854705882,Oleaginosas
2005,West Bengal,Sugarcane,1247713,15031.0,80.03066667,Cultivos Industriales
2005,West Bengal,Tobacco,19890,13884.0,0.791666667,Cultivos Industriales
2005,West Bengal,Turmeric,25049,11844.0,2.017777778,"Especias, Tubérculos y Hortalizas"
2002,West Bengal,Turmeric,21346,11731.0,1.704444444,"Especias, Tubérculos y Hortalizas"
2002,West Bengal,Tobacco,4205,7757.0,0.67,Cultivos Industriales
2002,West Bengal,Sugarcane,1281276,19460.0,64.52933333,Cultivos Industriales
2002,West Bengal,Sannhamp,6918,1374.0,5.218571429,Cereales y Granos
2002,West Bengal,Cardamom,704,2874.0,0.24,"Especias, Tubérculos y Hortalizas"
2004,West Bengal,Coconut ,310874400,24294.0,12630.52667,Frutales
2007,West Bengal,Sugarcane,1772001,16868.0,103.3246667,Cultivos Industriales
2007,West Bengal,Tobacco,16472,11698.0,0.796666667,Cultivos Industriales
2000,West Bengal,Sannhamp,7064,1519.0,4.527142857,Cereales y Granos
2000,West Bengal,Potato,7673130,299664.0,22.39388889,"Especias, Tubérculos y Hortalizas"
2000,West Bengal,Dry chillies,54971,61498.0,0.941111111,"Especias, Tubérculos y Hortalizas"
2000,West Bengal,Coconut ,330524800,24511.0,13234.92556,Frutales
2001,West Bengal,Coconut ,331603800,38404.0,12368.60944,Frutales
2001,West Bengal,Dry chillies,54530,60998.0,0.937777778,"Especias, Tubérculos y Hortalizas"
2001,West Bengal,Potato,7822363,299821.0,21.95444444,"Especias, Tubérculos y Hortalizas"
2001,West Bengal,Sannhamp,7365,1515.0,4.812857143,Cereales y Granos
2003,West Bengal,Turmeric,24496,12619.0,1.866111111,"Especias, Tubérculos y Hortalizas"
2003,West Bengal,Tobacco,9598,12996.0,0.718,Cultivos Industriales
2003,West Bengal,Sugarcane,1252628,16903.0,74.46533333,Cultivos Industriales
2003,West Bengal,Sesamum,143004,163337.0,0.763333333,Oleaginosas
2003,West Bengal,Sannhamp,6669,1273.0,5.142857143,Cereales y Granos
2003,West Bengal,Potato,7621635,308425.0,21.86777778,"Especias, Tubérculos y Hortalizas"
2003,West Bengal,Dry chillies,66252,60468.0,0.999444444,"Especias, Tubérculos y Hortalizas"
2000,West Bengal,Sesamum,92276,107161.0,0.736111111,Oleaginosas
2000,West Bengal,Tobacco,5703,10456.0,0.598,Cultivos Industriales
2000,West Bengal,Turmeric,22445,13885.0,1.536111111,"Especias, Tubérculos y Hortalizas"
2001,West Bengal,Cardamom,704,2875.0,0.24,"Especias, Tubérculos y Hortalizas"
2007,West Bengal,Turmeric,34601,14872.0,2.099444444,"Especias, Tubérculos y Hortalizas"
2004,West Bengal,Groundnut,71469,46467.0,1.383333333,Oleaginosas
2004,West Bengal,Potato,7106581,320552.0,21.12944444,"Especias, Tubérculos y Hortalizas"
2004,West Bengal,Sannhamp,7658,1526.0,5.045,Cereales y Granos
2004,West Bengal,Sesamum,125041,148267.0,0.761764706,Oleaginosas
2004,West Bengal,Sugarcane,1033235,15647.0,64.3,Cultivos Industriales
2004,West Bengal,Tobacco,20060,15058.0,0.695,Cultivos Industriales
2009,West Bengal,Tobacco,20927,14169.0,0.935,Cultivos Industriales
2004,West Bengal,Turmeric,24478,12400.0,1.850555556,"Especias, Tubérculos y Hortalizas"
2001,West Bengal,Arecanut,14885,9276.0,1.861764706,Frutales
1998,West Bengal,Groundnut,34994,30157.0,1.128571429,Oleaginosas
1998,West Bengal,Potato,6689636,318199.0,18.95944444,"Especias, Tubérculos y Hortalizas"
1998,West Bengal,Sannhamp,9280,1800.0,4.971428571,Cereales y Granos
1998,West Bengal,Sesamum,85448,100425.0,0.741111111,Oleaginosas
1998,West Bengal,Sugarcane,2001900,26949.0,75.314375,Cultivos Industriales
1998,West Bengal,Turmeric,21487,12763.0,1.569444444,"Especias, Tubérculos y Hortalizas"
2001,West Bengal,Turmeric,22031,12794.0,1.602222222,"Especias, Tubérculos y Hortalizas"
2004,West Bengal,Dry chillies,61442,52182.0,1.038888889,"Especias, Tubérculos y Hortalizas"
