Crop_Year,State,Crop,Production,Area,Yield,Crop_Type
1999,Puducherry,Cashewnut,177,210.0,2.69,Frutales
2000,Puducherry,Coriander,1,1.0,1.0,"Especias, Tubérculos y Hortalizas"
2000,Puducherry,Tapioca,9685,342.0,18.69,Cereales y Granos
2000,Puducherry,Sugarcane,200413,2464.0,81.17,Cultivos Industriales
2000,Puducherry,Onion,202,13.0,15.54,"Especias, Tubérculos y Hortalizas"
2000,Puducherry,Dry chillies,33,10.0,2.6775,"Especias, Tubérculos y Hortalizas"
2000,Puducherry,Coconut ,24698000,2233.0,11937.4475,Frutales
1999,Puducherry,Coriander,2,3.0,0.67,"Especias, Tubérculos y Hortalizas"
1999,Puducherry,Black pepper,7,12.0,0.58,"Especias, Tubérculos y Hortalizas"
1999,Puducherry,Banana,8890,282.0,29.25,Frutales
1999,Puducherry,Dry chillies,35,11.0,3.305,"Especias, Tubérculos y Hortalizas"
1999,Puducherry,Onion,183,14.0,13.07,"Especias, Tubérculos y Hortalizas"
1999,Puducherry,Sugarcane,237610,2798.0,83.0,Cultivos Industriales
1999,Puducherry,Tapioca,10571,365.0,18.29,Cereales y Granos
1998,Punjab,Sugarcane,6130000,103000.0,60.698,Cultivos Industriales
2004,Punjab,Sugarcane,5170000,86000.0,60.966,Cultivos Industriales
1997,Punjab,Moong(Green Gram),31700,49300.0,0.601666667,Leguminosas
2005,Punjab,Guar seed,17800,23900.0,0.786666667,Cultivos Industriales
2005,Punjab,Sugarcane,5241000,85000.0,64.525,Cultivos Industriales
2009,Punjab,Sugarcane,370000,60000.0,6.396923077,Cultivos Industriales
1997,Punjab,Cotton(lint),937000,724000.0,1.324,Fibras 
2000,Punjab,Sugarcane,7770000,121000.0,65.445625,Cultivos Industriales
1997,Punjab,Sugarcane,7150000,126000.0,58.046875,Cultivos Industriales
2006,Punjab,Guar seed,15800,20400.0,0.82,Cultivos Industriales
2003,Punjab,Sugarcane,6620000,123000.0,54.72,Cultivos Industriales
2001,Punjab,Sugarcane,9250000,142000.0,67.87176471,Cultivos Industriales
2002,Punjab,Guar seed,22700,30800.0,0.708,Cultivos Industriales
2002,Punjab,Sugarcane,9110000,153000.0,58.85235294,Cultivos Industriales
2003,Punjab,Guar seed,27100,38500.0,0.674285714,Cultivos Industriales
1999,Punjab,Sugarcane,6770000,108000.0,62.67266667,Cultivos Industriales
2004,Punjab,Guar seed,19400,27100.0,0.8,Cultivos Industriales
2003,Sikkim,other oilseeds,30,60.0,0.5,Oleaginosas
2003,Sikkim,Potato,33440,7470.0,4.455,"Especias, Tubérculos y Hortalizas"
2002,Sikkim,other oilseeds,30,60.0,0.5,Oleaginosas
1997,Sikkim,Maize,7605,9580.0,0.7875,Cereales y Granos
2001,Sikkim,Maize,4000,8000.0,0.5,Cereales y Granos
2002,Sikkim,Maize,3000,6000.0,0.5,Cereales y Granos
2002,Sikkim,Potato,27020,5760.0,5.1,"Especias, Tubérculos y Hortalizas"
2009,Tamil Nadu,Castor seed,1521,4896.0,0.313703704,Oleaginosas
2009,Tamil Nadu,Coconut ,5547100000,400466.0,14134.65935,Frutales
2004,Tamil Nadu,Cardamom,450,4936.0,0.071818182,"Especias, Tubérculos y Hortalizas"
2004,Tamil Nadu,Banana,3461788,81498.0,41.73931034,Frutales
2004,Tamil Nadu,Arecanut,7390,5077.0,1.55,Frutales
2008,Tamil Nadu,Sugarcane,32798888,308800.0,111.4553333,Cultivos Industriales
2008,Tamil Nadu,Sunflower,34356,25755.0,1.768571429,Oleaginosas
2008,Tamil Nadu,Sweet potato,8743,658.0,13.52565217,"Especias, Tubérculos y Hortalizas"
2008,Tamil Nadu,Tapioca,4533359,124301.0,35.91833333,Cereales y Granos
2009,Tamil Nadu,Cashewnut,49550,99043.0,0.496785714,Frutales
2008,Tamil Nadu,Tobacco,8214,5379.0,1.593333333,Cultivos Industriales
2009,Tamil Nadu,Cardamom,330,3650.0,0.058461538,"Especias, Tubérculos y Hortalizas"
2008,Tamil Nadu,Turmeric,172334,29875.0,5.326296296,"Especias, Tubérculos y Hortalizas"
2008,Tamil Nadu,Urad,82983,263671.0,0.666666667,Leguminosas
2009,Tamil Nadu,Black pepper,643,2790.0,0.153846154,"Especias, Tubérculos y Hortalizas"
2009,Tamil Nadu,Banana,4887841,113681.0,43.52,Frutales
2009,Tamil Nadu,Bajra,82652,54427.0,1.649615385,Cereales y Granos
2009,Tamil Nadu,Arhar/Tur,20274,26558.0,0.709615385,Leguminosas
2009,Tamil Nadu,Arecanut,10437,5456.0,1.605,Frutales
2004,Tamil Nadu,Cashewnut,44497,104659.0,0.34037037,Frutales
2001,Tamil Nadu,Sugarcane,32614900,321173.0,102.0107407,Cultivos Industriales
2004,Tamil Nadu,Coconut ,4097000000,357056.0,10877.70276,Frutales
2008,Tamil Nadu,Rapeseed &Mustard,63,257.0,0.282222222,Oleaginosas
2004,Tamil Nadu,Dry chillies,44631,66990.0,0.761724138,"Especias, Tubérculos y Hortalizas"
2008,Tamil Nadu,Arecanut,11061,5612.0,1.708333333,Frutales
2008,Tamil Nadu,Arhar/Tur,16703,27483.0,0.606923077,Leguminosas
2008,Tamil Nadu,Bajra,84021,56672.0,2.5968,Cereales y Granos
2008,Tamil Nadu,Banana,5148134,115804.0,44.54483871,Frutales
2008,Tamil Nadu,Black pepper,716,3122.0,0.155,"Especias, Tubérculos y Hortalizas"
2008,Tamil Nadu,Cardamom,370,4051.0,0.094,"Especias, Tubérculos y Hortalizas"
2008,Tamil Nadu,Cashewnut,51667,99168.0,338.5489655,Frutales
2008,Tamil Nadu,Castor seed,1702,5523.0,0.322222222,Oleaginosas
2008,Tamil Nadu,Coconut ,5362000000,389429.0,13834.07258,Frutales
2008,Tamil Nadu,Coriander,4815,14139.0,0.357826087,"Especias, Tubérculos y Hortalizas"
2008,Tamil Nadu,Cotton(lint),187673,114516.0,1.797586207,Fibras 
2008,Tamil Nadu,Dry chillies,32924,65412.0,0.651290323,"Especias, Tubérculos y Hortalizas"
2008,Tamil Nadu,Garlic,2067,351.0,5.76,"Especias, Tubérculos y Hortalizas"
2008,Tamil Nadu,Ginger,16340,817.0,20.0,"Especias, Tubérculos y Hortalizas"
2004,Tamil Nadu,Coriander,8391,19350.0,0.4236,"Especias, Tubérculos y Hortalizas"
2008,Tamil Nadu,Gram,4355,6852.0,0.534761905,Leguminosas
2008,Tamil Nadu,Horse-gram,21052,44749.0,0.459230769,Leguminosas
2008,Tamil Nadu,Jowar,213436,258876.0,1.152142857,Cereales y Granos
2008,Tamil Nadu,Maize,1257882,286639.0,5.226296296,Cereales y Granos
2008,Tamil Nadu,Onion,286040,30255.0,10.1544,"Especias, Tubérculos y Hortalizas"
2008,Tamil Nadu,Potato,80538,4367.0,19.39,"Especias, Tubérculos y Hortalizas"
2008,Tamil Nadu,Ragi,169944,90079.0,2.228928571,Cereales y Granos
2008,Tamil Nadu,Sesamum,32242,63693.0,0.467777778,Oleaginosas
2004,Tamil Nadu,Turmeric,118447,21616.0,5.096071429,"Especias, Tubérculos y Hortalizas"
2004,Tamil Nadu,Tapioca,4563776,110589.0,41.5525,Cereales y Granos
2004,Tamil Nadu,Sweet potato,21118,1397.0,14.9992,"Especias, Tubérculos y Hortalizas"
2004,Tamil Nadu,Sugarcane,24457244,222188.0,104.66,Cultivos Industriales
2004,Tamil Nadu,Potato,79060,5034.0,16.0325,"Especias, Tubérculos y Hortalizas"
2004,Tamil Nadu,Onion,256359,26491.0,9.490357143,"Especias, Tubérculos y Hortalizas"
2004,Tamil Nadu,Garlic,2632,443.0,5.854,"Especias, Tubérculos y Hortalizas"
2008,Tamil Nadu,Groundnut,974768,489844.0,2.373666667,Oleaginosas
2009,Tamil Nadu,Coriander,6315,15977.0,0.355416667,"Especias, Tubérculos y Hortalizas"
2002,Tamil Nadu,Coconut ,2860700000,345825.0,8497.531111,Frutales
2009,Tamil Nadu,Dry chillies,31230,58476.0,0.629032258,"Especias, Tubérculos y Hortalizas"
2003,Tamil Nadu,Cashewnut,39380,102763.0,0.361153846,Frutales
2003,Tamil Nadu,Coconut ,2560500000,352710.0,7781.805714,Frutales
2003,Tamil Nadu,Coriander,8052,27722.0,0.300740741,"Especias, Tubérculos y Hortalizas"
2003,Tamil Nadu,Dry chillies,40067,75206.0,0.64,"Especias, Tubérculos y Hortalizas"
2003,Tamil Nadu,Garlic,3411,595.0,5.54,"Especias, Tubérculos y Hortalizas"
2003,Tamil Nadu,Onion,211173,23452.0,8.768076923,"Especias, Tubérculos y Hortalizas"
2003,Tamil Nadu,Potato,70103,4341.0,17.054,"Especias, Tubérculos y Hortalizas"
2003,Tamil Nadu,Sugarcane,19529277,192069.0,96.11384615,Cultivos Industriales
2003,Tamil Nadu,Sweet potato,15049,1039.0,14.55,"Especias, Tubérculos y Hortalizas"
2003,Tamil Nadu,Tapioca,3201414,95022.0,33.38214286,Cereales y Granos
2003,Tamil Nadu,Turmeric,67250,16181.0,3.909615385,"Especias, Tubérculos y Hortalizas"
1999,Tamil Nadu,Sugarcane,35501817,332332.0,107.9448148,Cultivos Industriales
1999,Tamil Nadu,Sweet potato,22519,1860.0,12.04052632,"Especias, Tubérculos y Hortalizas"
1999,Tamil Nadu,Tapioca,3425515,97165.0,35.97692308,Cereales y Granos
1999,Tamil Nadu,Tobacco,9369,5992.0,1.476363636,Cultivos Industriales
1999,Tamil Nadu,Turmeric,149977,28325.0,5.419130435,"Especias, Tubérculos y Hortalizas"
1998,Tamil Nadu,Potato,47513,2864.0,19.0875,"Especias, Tubérculos y Hortalizas"
2003,Tamil Nadu,Cardamom,478,5221.0,0.079,"Especias, Tubérculos y Hortalizas"
2003,Tamil Nadu,Black pepper,933,4179.0,0.141666667,"Especias, Tubérculos y Hortalizas"
2003,Tamil Nadu,Banana,2514729,71088.0,34.52965517,Frutales
2003,Tamil Nadu,Arecanut,0,5219.0,0.0,Frutales
1998,Tamil Nadu,Turmeric,126569,21657.0,6.06,"Especias, Tubérculos y Hortalizas"
1998,Tamil Nadu,Tobacco,8678,5775.0,1.409090909,Cultivos Industriales
1998,Tamil Nadu,Tapioca,2909934,78346.0,37.1056,Cereales y Granos
1998,Tamil Nadu,Sweet potato,12462,718.0,17.78736842,"Especias, Tubérculos y Hortalizas"
1998,Tamil Nadu,Sugarcane,46672800,347910.0,136.0751852,Cultivos Industriales
1998,Tamil Nadu,Sannhamp,1865,2558.0,0.755,Cereales y Granos
1998,Tamil Nadu,Rapeseed &Mustard,136,555.0,0.26,Oleaginosas
1999,Tamil Nadu,Banana,2762324,86449.0,29.60071429,Frutales
1998,Tamil Nadu,Onion,289717,37185.0,7.577727273,"Especias, Tubérculos y Hortalizas"
1999,Tamil Nadu,Black pepper,122,563.0,0.167142857,"Especias, Tubérculos y Hortalizas"
1999,Tamil Nadu,Cashewnut,20341,75832.0,0.309130435,Frutales
1999,Tamil Nadu,Coriander,5500,24030.0,0.234090909,"Especias, Tubérculos y Hortalizas"
1999,Tamil Nadu,Dry chillies,32696,58302.0,0.720740741,"Especias, Tubérculos y Hortalizas"
1999,Tamil Nadu,Garlic,3145,543.0,5.8,"Especias, Tubérculos y Hortalizas"
1999,Tamil Nadu,Guar seed,3514258,332323.0,10.65148148,Cultivos Industriales
1999,Tamil Nadu,Onion,315748,38384.0,8.005217391,"Especias, Tubérculos y Hortalizas"
1999,Tamil Nadu,Potato,72239,3803.0,18.72,"Especias, Tubérculos y Hortalizas"
1999,Tamil Nadu,Sannhamp,5298,7263.0,0.73375,Cereales y Granos
1999,Tamil Nadu,Cardamom,112,1213.0,0.094,"Especias, Tubérculos y Hortalizas"
2009,Tamil Nadu,Cotton(lint),225448,104095.0,2.502333333,Fibras 
1998,Tamil Nadu,Garlic,10629,2015.0,5.474285714,"Especias, Tubérculos y Hortalizas"
1998,Tamil Nadu,Coriander,14750,63042.0,0.283181818,"Especias, Tubérculos y Hortalizas"
2009,Tamil Nadu,Tobacco,10741,7051.0,1.407857143,Cultivos Industriales
2009,Tamil Nadu,Tapioca,4089545,118647.0,35.70034483,Cereales y Granos
2009,Tamil Nadu,Sweet potato,11381,778.0,14.6992,"Especias, Tubérculos y Hortalizas"
2009,Tamil Nadu,Sunflower,18975,14268.0,1.448518519,Oleaginosas
2009,Tamil Nadu,Sugarcane,29758209,293329.0,100.2083333,Cultivos Industriales
2009,Tamil Nadu,Sesamum,29021,62677.0,0.413448276,Oleaginosas
2009,Tamil Nadu,Rapeseed &Mustard,62,262.0,0.167777778,Oleaginosas
2009,Tamil Nadu,Potato,84683,4611.0,19.2475,"Especias, Tubérculos y Hortalizas"
2009,Tamil Nadu,Onion,302563,31024.0,9.8704,"Especias, Tubérculos y Hortalizas"
2009,Tamil Nadu,Moong(Green Gram),47673,138138.0,0.410322581,Leguminosas
2009,Tamil Nadu,Maize,1138126,244159.0,4.798888889,Cereales y Granos
2009,Tamil Nadu,Jowar,221960,238476.0,1.287777778,Cereales y Granos
2009,Tamil Nadu,Horse-gram,21816,47231.0,0.4292,Leguminosas
2009,Tamil Nadu,Groundnut,895718,413011.0,2.120322581,Oleaginosas
2009,Tamil Nadu,Gram,4542,7432.0,0.523,Leguminosas
2009,Tamil Nadu,Ginger,13867,864.0,16.036,"Especias, Tubérculos y Hortalizas"
2009,Tamil Nadu,Garlic,1954,330.0,4.256,"Especias, Tubérculos y Hortalizas"
2009,Tamil Nadu,Turmeric,169071,33366.0,5.103076923,"Especias, Tubérculos y Hortalizas"
2009,Tamil Nadu,Urad,98712,259722.0,0.392333333,Leguminosas
2000,Tamil Nadu,Turmeric,149252,28675.0,5.306086957,"Especias, Tubérculos y Hortalizas"
2000,Tamil Nadu,Tobacco,9225,5926.0,1.527,Cultivos Industriales
1998,Tamil Nadu,Castor seed,14626,42634.0,0.347647059,Oleaginosas
1998,Tamil Nadu,Cashewnut,15162,78475.0,0.2235,Frutales
1998,Tamil Nadu,Cardamom,311,4197.0,0.07875,"Especias, Tubérculos y Hortalizas"
1998,Tamil Nadu,Black pepper,520,2633.0,0.212222222,"Especias, Tubérculos y Hortalizas"
1998,Tamil Nadu,Banana,3649318,74681.0,44.85214286,Frutales
2000,Tamil Nadu,Banana,2473512,77485.0,29.60107143,Frutales
2000,Tamil Nadu,Black pepper,449,1640.0,0.184285714,"Especias, Tubérculos y Hortalizas"
2000,Tamil Nadu,Cardamom,204,2144.0,0.078,"Especias, Tubérculos y Hortalizas"
1998,Tamil Nadu,Dry chillies,39657,65980.0,0.635555556,"Especias, Tubérculos y Hortalizas"
2000,Tamil Nadu,Cashewnut,20348,88123.0,0.304782609,Frutales
2000,Tamil Nadu,Dry chillies,35263,66601.0,0.692592593,"Especias, Tubérculos y Hortalizas"
2000,Tamil Nadu,Garlic,3516,601.0,5.74,"Especias, Tubérculos y Hortalizas"
2000,Tamil Nadu,Onion,265887,29822.0,8.016666667,"Especias, Tubérculos y Hortalizas"
2000,Tamil Nadu,Potato,49126,2723.0,18.08,"Especias, Tubérculos y Hortalizas"
2000,Tamil Nadu,Sannhamp,7681,10538.0,0.725625,Cereales y Granos
2000,Tamil Nadu,Sugarcane,34062855,317473.0,108.0914815,Cultivos Industriales
2000,Tamil Nadu,Sweet potato,10581,916.0,11.92647059,"Especias, Tubérculos y Hortalizas"
2000,Tamil Nadu,Tapioca,4017008,109681.0,36.006,Cereales y Granos
2000,Tamil Nadu,Coriander,4132,19170.0,0.2365,"Especias, Tubérculos y Hortalizas"
2009,Tamil Nadu,Ragi,160939,82335.0,2.344642857,Cereales y Granos
2008,Tamil Nadu,Moong(Green Gram),31336,138598.0,0.336333333,Leguminosas
2005,Tamil Nadu,Banana,4647635,94648.0,48.51965517,Frutales
2002,Tamil Nadu,Dry chillies,40646,68566.0,0.640740741,"Especias, Tubérculos y Hortalizas"
2002,Tamil Nadu,Coriander,4707,25326.0,0.191818182,"Especias, Tubérculos y Hortalizas"
2005,Tamil Nadu,Arecanut,9198,4773.0,1.212727273,Frutales
2007,Tamil Nadu,Gram,4587,6800.0,0.5575,Leguminosas
2007,Tamil Nadu,Ginger,11898,625.0,18.97857143,"Especias, Tubérculos y Hortalizas"
2007,Tamil Nadu,Garlic,2994,505.0,5.763333333,"Especias, Tubérculos y Hortalizas"
2002,Tamil Nadu,Garlic,3378,565.0,5.69,"Especias, Tubérculos y Hortalizas"
2007,Tamil Nadu,Dry chillies,34084,67408.0,0.627586207,"Especias, Tubérculos y Hortalizas"
2006,Tamil Nadu,Arecanut,11904,5526.0,1.603636364,Frutales
2006,Tamil Nadu,Arhar/Tur,21334,29127.0,0.744,Leguminosas
2006,Tamil Nadu,Bajra,98969,65512.0,1.588333333,Cereales y Granos
2006,Tamil Nadu,Banana,5637371,105206.0,54.02931034,Frutales
2006,Tamil Nadu,Black pepper,843,3703.0,0.186923077,"Especias, Tubérculos y Hortalizas"
2006,Tamil Nadu,Cardamom,404,4441.0,0.0675,"Especias, Tubérculos y Hortalizas"
2007,Tamil Nadu,Cotton(lint),200673,99335.0,2.013928571,Fibras 
2002,Tamil Nadu,Ginger,6665,416.0,16.00888889,"Especias, Tubérculos y Hortalizas"
2002,Tamil Nadu,Onion,198715,23492.0,8.54625,"Especias, Tubérculos y Hortalizas"
2002,Tamil Nadu,Potato,73362,4537.0,18.3475,"Especias, Tubérculos y Hortalizas"
2005,Tamil Nadu,Tobacco,7792,5102.0,1.451,Cultivos Industriales
2005,Tamil Nadu,Turmeric,143358,25970.0,5.547037037,"Especias, Tubérculos y Hortalizas"
2007,Tamil Nadu,Ragi,175944,93701.0,1.996538462,Cereales y Granos
2007,Tamil Nadu,Potato,68169,4066.0,17.018,"Especias, Tubérculos y Hortalizas"
2002,Tamil Nadu,Turmeric,64536,17298.0,3.67,"Especias, Tubérculos y Hortalizas"
2002,Tamil Nadu,Tobacco,12630,8213.0,1.435454545,Cultivos Industriales
2007,Tamil Nadu,Onion,287208,29809.0,9.574347826,"Especias, Tubérculos y Hortalizas"
2002,Tamil Nadu,Tapioca,2146534,67951.0,32.53576923,Cereales y Granos
2007,Tamil Nadu,Moong(Green Gram),46213,158691.0,0.414285714,Leguminosas
2007,Tamil Nadu,Maize,810057,223428.0,4.077307692,Cereales y Granos
2007,Tamil Nadu,Jowar,247836,283526.0,1.0528,Cereales y Granos
2007,Tamil Nadu,Horse-gram,21339,48448.0,0.4488,Leguminosas
2007,Tamil Nadu,Groundnut,1047586,535211.0,1.850357143,Oleaginosas
2002,Tamil Nadu,Sweet potato,11121,814.0,13.8292,"Especias, Tubérculos y Hortalizas"
2002,Tamil Nadu,Sugarcane,24165390,261416.0,89.04185185,Cultivos Industriales
2006,Tamil Nadu,Cashewnut,51057,103968.0,0.503571429,Frutales
2006,Tamil Nadu,Castor seed,1674,5289.0,0.35375,Oleaginosas
2006,Tamil Nadu,Coconut ,5429900000,374604.0,13584.69138,Frutales
2006,Tamil Nadu,Coriander,5676,17425.0,0.321304348,"Especias, Tubérculos y Hortalizas"
2006,Tamil Nadu,Jowar,293940,294376.0,1.212916667,Cereales y Granos
2006,Tamil Nadu,Maize,759112,197782.0,4.483076923,Cereales y Granos
2006,Tamil Nadu,Moong(Green Gram),77404,134071.0,0.588214286,Leguminosas
2006,Tamil Nadu,Onion,258333,29587.0,8.720454545,"Especias, Tubérculos y Hortalizas"
2006,Tamil Nadu,Potato,77443,5190.0,15.11333333,"Especias, Tubérculos y Hortalizas"
2006,Tamil Nadu,Ragi,148148,95478.0,2.046153846,Cereales y Granos
2006,Tamil Nadu,Rapeseed &Mustard,80,344.0,0.150769231,Oleaginosas
2006,Tamil Nadu,Sesamum,27328,52624.0,0.491111111,Oleaginosas
2006,Tamil Nadu,Sugarcane,48037332,391201.0,118.1746429,Cultivos Industriales
2006,Tamil Nadu,Sunflower,47884,26194.0,1.726538462,Oleaginosas
2006,Tamil Nadu,Sweet potato,18933,1127.0,17.74740741,"Especias, Tubérculos y Hortalizas"
2006,Tamil Nadu,Tapioca,5635436,139628.0,41.62785714,Cereales y Granos
2006,Tamil Nadu,Tobacco,7724,5041.0,1.443333333,Cultivos Industriales
2006,Tamil Nadu,Turmeric,175388,30528.0,5.748148148,"Especias, Tubérculos y Hortalizas"
2006,Tamil Nadu,Urad,143053,251014.0,0.6425,Leguminosas
2006,Tamil Nadu,Horse-gram,32549,55635.0,0.5884,Leguminosas
2005,Tamil Nadu,Tapioca,4857440,127122.0,38.21481481,Cereales y Granos
2006,Tamil Nadu,Groundnut,1006475,508032.0,2.085357143,Oleaginosas
2006,Tamil Nadu,Ginger,12468,669.0,18.65625,"Especias, Tubérculos y Hortalizas"
2006,Tamil Nadu,Cotton(lint),220864,100339.0,2.281111111,Fibras 
2006,Tamil Nadu,Dry chillies,42719,61418.0,0.803928571,"Especias, Tubérculos y Hortalizas"
2007,Tamil Nadu,Coriander,5120,13288.0,0.385909091,"Especias, Tubérculos y Hortalizas"
2007,Tamil Nadu,Coconut ,5438500000,383366.0,13190.09759,Frutales
2007,Tamil Nadu,Castor seed,1624,5184.0,0.344782609,Oleaginosas
2007,Tamil Nadu,Cashewnut,57905,101309.0,0.548148148,Frutales
2007,Tamil Nadu,Cardamom,402,4404.0,0.078,"Especias, Tubérculos y Hortalizas"
2007,Tamil Nadu,Black pepper,719,3130.0,0.145333333,"Especias, Tubérculos y Hortalizas"
2007,Tamil Nadu,Banana,5384825,112793.0,48.00758621,Frutales
2007,Tamil Nadu,Bajra,85840,59798.0,1.6084,Cereales y Granos
2007,Tamil Nadu,Arhar/Tur,21077,30057.0,0.73375,Leguminosas
2007,Tamil Nadu,Arecanut,11739,5553.0,2.057391304,Frutales
2002,Tamil Nadu,Arecanut,0,4956.0,0.0,Frutales
2002,Tamil Nadu,Cashewnut,35885,95217.0,0.3108,Frutales
2006,Tamil Nadu,Garlic,3139,528.0,5.304,"Especias, Tubérculos y Hortalizas"
2006,Tamil Nadu,Gram,3831,5933.0,0.53,Leguminosas
2005,Tamil Nadu,Sweet potato,29555,1417.0,20.8868,"Especias, Tubérculos y Hortalizas"
2002,Tamil Nadu,Banana,2836916,76771.0,34.81964286,Frutales
2007,Tamil Nadu,Sesamum,32201,74376.0,0.434814815,Oleaginosas
2005,Tamil Nadu,Sugarcane,35113269,335397.0,102.4842857,Cultivos Industriales
2005,Tamil Nadu,Black pepper,851,3745.0,0.173076923,"Especias, Tubérculos y Hortalizas"
2005,Tamil Nadu,Potato,74593,5005.0,15.32,"Especias, Tubérculos y Hortalizas"
2005,Tamil Nadu,Onion,233796,29169.0,8.07826087,"Especias, Tubérculos y Hortalizas"
2005,Tamil Nadu,Garlic,2561,428.0,5.854,"Especias, Tubérculos y Hortalizas"
2005,Tamil Nadu,Cardamom,448,4887.0,0.072727273,"Especias, Tubérculos y Hortalizas"
2005,Tamil Nadu,Cashewnut,43856,106059.0,0.368571429,Frutales
2007,Tamil Nadu,Rapeseed &Mustard,67,275.0,0.204545455,Oleaginosas
2005,Tamil Nadu,Coconut ,4867100000,370515.0,11777.93172,Frutales
2005,Tamil Nadu,Dry chillies,31830,49033.0,0.797241379,"Especias, Tubérculos y Hortalizas"
2007,Tamil Nadu,Tobacco,9056,5903.0,1.4625,Cultivos Industriales
2005,Tamil Nadu,Coriander,6424,21062.0,0.296956522,"Especias, Tubérculos y Hortalizas"
2007,Tamil Nadu,Urad,79980,307515.0,0.397857143,Leguminosas
2007,Tamil Nadu,Tapioca,5912307,140092.0,42.09785714,Cereales y Granos
2007,Tamil Nadu,Turmeric,146008,27303.0,5.253846154,"Especias, Tubérculos y Hortalizas"
2007,Tamil Nadu,Sugarcane,38070965,354022.0,104.9803571,Cultivos Industriales
2007,Tamil Nadu,Sunflower,70203,44177.0,1.513076923,Oleaginosas
2007,Tamil Nadu,Sweet potato,14780,1088.0,13.7055,"Especias, Tubérculos y Hortalizas"
2000,Tripura,Potato,105870,5590.0,17.575,"Especias, Tubérculos y Hortalizas"
2007,Tripura,Sugarcane,46678,959.0,49.0375,Cultivos Industriales
2004,Tripura,Sugarcane,50413,1030.0,48.8525,Cultivos Industriales
2003,Tripura,Sugarcane,47510,1120.0,41.27,Cultivos Industriales
2003,Tripura,Potato,89565,5665.0,15.6275,"Especias, Tubérculos y Hortalizas"
2003,Tripura,Moong(Green Gram),2746,4032.0,0.6775,Leguminosas
2002,Tripura,other oilseeds,3520,5003.0,0.695,Oleaginosas
2002,Tripura,Sugarcane,56203,1150.0,49.5125,Cultivos Industriales
2002,Tripura,Potato,112070,5735.0,18.61,"Especias, Tubérculos y Hortalizas"
2009,Tripura,Sugarcane,44913,879.0,51.4225,Cultivos Industriales
2001,Tripura,Sugarcane,52700,1020.0,51.9975,Cultivos Industriales
2001,Tripura,Potato,106280,5370.0,19.0,"Especias, Tubérculos y Hortalizas"
2001,Tripura,Moong(Green Gram),3857,5260.0,0.7325,Leguminosas
2006,Tripura,Sugarcane,42373,869.0,49.18,Cultivos Industriales
1999,Tripura,Moong(Green Gram),4170,6135.0,0.6725,Leguminosas
2000,Tripura,Sugarcane,54100,1040.0,52.375,Cultivos Industriales
1999,Tripura,Sugarcane,51300,1015.0,50.7125,Cultivos Industriales
2000,Tripura,Moong(Green Gram),4507,6260.0,0.7025,Leguminosas
2002,Tripura,Moong(Green Gram),3520,5003.0,0.695,Leguminosas
1999,Tripura,Potato,100000,5550.0,17.855,"Especias, Tubérculos y Hortalizas"
2008,Tripura,Sugarcane,51695,972.0,54.9975,Cultivos Industriales
1998,Tripura,Sugarcane,51300,1080.0,48.21,Cultivos Industriales
2005,Tripura,Sugarcane,43334,874.0,48.79,Cultivos Industriales
2003,Uttar Pradesh,Turmeric,1604,887.0,1.823142857,"Especias, Tubérculos y Hortalizas"
1998,Uttar Pradesh,Sugarcane,116483396,1974642.0,51.80960526,Cultivos Industriales
1998,Uttar Pradesh,Sannhamp,3429,9421.0,0.343703704,Cereales y Granos
2002,Uttar Pradesh,Sugarcane,120948041,2148981.0,51.2157971,Cultivos Industriales
1998,Uttar Pradesh,Onion,302996,24949.0,12.188125,"Especias, Tubérculos y Hortalizas"
2002,Uttar Pradesh,Turmeric,2027,1116.0,1.855135135,"Especias, Tubérculos y Hortalizas"
2003,Uttar Pradesh,Tobacco,155821,23384.0,6.369090909,Cultivos Industriales
2003,Uttar Pradesh,Sugarcane,117566725,2110126.0,48.92214286,Cultivos Industriales
2003,Uttar Pradesh,Sannhamp,1167,3876.0,0.278085106,Cereales y Granos
2003,Uttar Pradesh,Potato,9540059,441796.0,19.60414286,"Especias, Tubérculos y Hortalizas"
2006,Uttar Pradesh,Banana,77709,2002.0,38.84296296,Frutales
2006,Uttar Pradesh,Coriander,2869,5515.0,0.516290323,"Especias, Tubérculos y Hortalizas"
2006,Uttar Pradesh,Dry chillies,14295,15071.0,0.953283582,"Especias, Tubérculos y Hortalizas"
2006,Uttar Pradesh,Guar seed,2097,2494.0,0.842068966,Cultivos Industriales
1999,Uttar Pradesh,Moth,84,204.0,0.447272727,Leguminosas
1997,Uttar Pradesh,Sugarcane,121066703,1985223.0,53.15815789,Cultivos Industriales
1997,Uttar Pradesh,Potato,5869975,400234.0,13.6445,"Especias, Tubérculos y Hortalizas"
2002,Uttar Pradesh,Onion,630,61.0,10.325,"Especias, Tubérculos y Hortalizas"
2000,Uttar Pradesh,Turmeric,2185,1253.0,1.779142857,"Especias, Tubérculos y Hortalizas"
2000,Uttar Pradesh,Sugarcane,106067503,1938366.0,50.03478261,Cultivos Industriales
2000,Uttar Pradesh,Potato,8398200,394083.0,19.7573913,"Especias, Tubérculos y Hortalizas"
2002,Uttar Pradesh,Potato,10244139,442030.0,22.26231884,"Especias, Tubérculos y Hortalizas"
2002,Uttar Pradesh,Sannhamp,1262,4001.0,0.316666667,Cereales y Granos
